vector,score,level
"(5, 4, 4, 1, 1)",2.13,2
"(4, 1, 5, 4, 1)",2.13,2
"(5, 1, 4, 4, 1)",2.13,2
"(1, 1, 4, 4, 5)",2.13,2
"(4, 4, 5, 1, 1)",2.13,2
"(4, 5, 1, 1, 4)",2.13,2
"(4, 5, 1, 4, 1)",2.13,2
"(4, 4, 1, 5, 1)",2.13,2
"(4, 4, 1, 1, 5)",2.13,2
"(1, 1, 4, 5, 4)",2.13,2
"(4, 5, 4, 1, 1)",2.13,2
"(1, 4, 1, 5, 4)",2.13,2
"(5, 1, 1, 4, 4)",2.13,2
"(1, 5, 4, 4, 1)",2.13,2
"(1, 5, 4, 1, 4)",2.13,2
"(1, 5, 1, 4, 4)",2.13,2
"(1, 4, 5, 4, 1)",2.13,2
"(1, 4, 5, 1, 4)",2.13,2
"(1, 4, 4, 5, 1)",2.13,2
"(1, 4, 1, 4, 5)",2.13,2
"(1, 4, 4, 1, 5)",2.13,2
"(1, 1, 5, 4, 4)",2.13,2
"(5, 1, 4, 1, 4)",2.13,2
"(2, 4, 3, 4, 1)",2.15,2
"(1, 2, 4, 4, 3)",2.15,2
"(4, 3, 2, 4, 1)",2.15,2
"(4, 4, 2, 3, 1)",2.15,2
"(4, 3, 2, 1, 4)",2.15,2
"(2, 4, 3, 1, 4)",2.15,2
"(1, 4, 4, 2, 3)",2.15,2
"(4, 3, 1, 4, 2)",2.15,2
"(1, 2, 4, 3, 4)",2.15,2
"(3, 1, 2, 4, 4)",2.15,2
"(2, 3, 4, 4, 1)",2.15,2
"(4, 3, 1, 2, 4)",2.15,2
"(1, 4, 4, 3, 2)",2.15,2
"(1, 4, 2, 3, 4)",2.15,2
"(2, 4, 4, 1, 3)",2.15,2
"(2, 4, 4, 3, 1)",2.15,2
"(4, 4, 3, 1, 2)",2.15,2
"(1, 2, 3, 4, 4)",2.15,2
"(2, 1, 3, 4, 4)",2.15,3
"(2, 4, 1, 4, 3)",2.15,3
"(2, 4, 1, 3, 4)",2.15,3
"(1, 3, 4, 4, 2)",2.15,3
"(4, 4, 1, 2, 3)",2.15,3
"(3, 2, 4, 4, 1)",2.15,3
"(1, 3, 4, 2, 4)",2.15,3
"(2, 3, 4, 1, 4)",2.15,3
"(3, 1, 4, 4, 2)",2.15,3
"(4, 3, 4, 2, 1)",2.15,3
"(4, 3, 4, 1, 2)",2.15,3
"(4, 4, 3, 2, 1)",2.15,3
"(4, 1, 2, 3, 4)",2.15,3
"(4, 4, 1, 3, 2)",2.15,3
"(3, 4, 1, 2, 4)",2.15,3
"(2, 1, 4, 4, 3)",2.15,3
"(2, 1, 4, 3, 4)",2.15,3
"(4, 4, 2, 1, 3)",2.15,3
"(1, 3, 2, 4, 4)",2.15,3
"(4, 1, 3, 2, 4)",2.15,3
"(3, 2, 4, 1, 4)",2.15,3
"(3, 1, 4, 2, 4)",2.15,3
"(1, 4, 2, 4, 3)",2.15,3
"(4, 1, 2, 4, 3)",2.15,3
"(1, 4, 3, 4, 2)",2.15,3
"(3, 4, 2, 4, 1)",2.15,3
"(1, 4, 3, 2, 4)",2.15,3
"(3, 4, 4, 2, 1)",2.15,3
"(4, 2, 3, 1, 4)",2.15,3
"(3, 2, 1, 4, 4)",2.15,3
"(4, 2, 3, 4, 1)",2.15,3
"(3, 4, 1, 4, 2)",2.15,3
"(4, 1, 4, 2, 3)",2.15,3
"(4, 2, 1, 3, 4)",2.15,3
"(3, 4, 2, 1, 4)",2.15,3
"(4, 2, 4, 1, 3)",2.15,3
"(4, 1, 4, 3, 2)",2.15,3
"(4, 1, 3, 4, 2)",2.15,3
"(4, 2, 1, 4, 3)",2.15,3
"(3, 4, 4, 1, 2)",2.15,3
"(4, 2, 4, 3, 1)",2.15,3
"(2, 3, 1, 4, 4)",2.15,3
"(2, 4, 2, 2, 2)",2.16,3
"(4, 2, 2, 2, 2)",2.16,3
"(2, 2, 2, 4, 2)",2.16,3
"(2, 2, 2, 2, 4)",2.16,3
"(2, 2, 4, 2, 2)",2.16,3
"(5, 1, 2, 5, 2)",2.2,3
"(2, 2, 5, 1, 5)",2.2,3
"(5, 2, 2, 5, 1)",2.2,3
"(2, 5, 2, 5, 1)",2.2,3
"(2, 5, 2, 1, 5)",2.2,3
"(1, 5, 2, 2, 5)",2.2,3
"(5, 5, 1, 2, 2)",2.2,3
"(2, 5, 1, 5, 2)",2.2,3
"(2, 2, 1, 5, 5)",2.2,3
"(1, 3, 3, 3, 3)",2.2,3
"(5, 2, 5, 2, 1)",2.2,3
"(2, 1, 5, 2, 5)",2.2,3
"(3, 2, 2, 3, 2)",2.2,3
"(5, 2, 1, 2, 5)",2.2,3
"(2, 1, 5, 5, 2)",2.2,3
"(5, 2, 5, 1, 2)",2.2,3
"(2, 5, 5, 2, 1)",2.2,3
"(2, 2, 2, 3, 3)",2.2,3
"(2, 5, 5, 1, 2)",2.2,3
"(3, 3, 1, 3, 3)",2.2,3
"(3, 2, 2, 2, 3)",2.2,3
"(3, 3, 3, 3, 1)",2.2,3
"(3, 2, 3, 2, 2)",2.2,3
"(3, 3, 3, 1, 3)",2.2,3
"(2, 3, 3, 2, 2)",2.2,3
"(1, 2, 5, 5, 2)",2.2,3
"(2, 2, 3, 3, 2)",2.2,3
"(2, 1, 2, 5, 5)",2.2,3
"(2, 2, 3, 2, 3)",2.2,3
"(1, 2, 2, 5, 5)",2.2,3
"(5, 5, 2, 2, 1)",2.2,3
"(5, 2, 1, 5, 2)",2.2,3
"(1, 2, 5, 2, 5)",2.2,3
"(1, 5, 5, 2, 2)",2.2,3
"(5, 1, 2, 2, 5)",2.2,3
"(2, 3, 2, 2, 3)",2.2,3
"(5, 5, 2, 1, 2)",2.2,3
"(3, 3, 2, 2, 2)",2.2,3
"(2, 5, 1, 2, 5)",2.2,3
"(2, 2, 5, 5, 1)",2.2,3
"(5, 1, 5, 2, 2)",2.2,3
"(3, 1, 3, 3, 3)",2.2,3
"(1, 5, 2, 5, 2)",2.2,3
"(5, 2, 2, 1, 5)",2.2,3
"(2, 3, 2, 3, 2)",2.2,3
"(4, 5, 2, 1, 3)",2.23,3
"(5, 2, 1, 3, 4)",2.23,3
"(1, 3, 4, 2, 5)",2.23,3
"(4, 5, 2, 3, 1)",2.23,3
"(4, 5, 3, 1, 2)",2.23,3
"(4, 5, 1, 2, 3)",2.23,3
"(4, 5, 3, 2, 1)",2.23,3
"(5, 2, 3, 1, 4)",2.23,3
"(5, 1, 4, 3, 2)",2.23,3
"(3, 2, 4, 1, 5)",2.23,3
"(3, 4, 1, 2, 5)",2.23,3
"(2, 5, 4, 3, 1)",2.23,3
"(4, 5, 1, 3, 2)",2.23,3
"(5, 2, 1, 4, 3)",2.23,3
"(3, 4, 1, 5, 2)",2.23,3
"(3, 2, 4, 5, 1)",2.23,3
"(1, 5, 3, 2, 4)",2.23,3
"(1, 4, 2, 3, 5)",2.23,3
"(1, 5, 2, 4, 3)",2.23,3
"(1, 5, 2, 3, 4)",2.23,3
"(5, 1, 2, 3, 4)",2.23,3
"(3, 4, 5, 2, 1)",2.23,3
"(3, 4, 5, 1, 2)",2.23,3
"(5, 4, 3, 2, 1)",2.23,3
"(5, 4, 1, 2, 3)",2.23,3
"(1, 4, 2, 5, 3)",2.23,3
"(5, 4, 1, 3, 2)",2.23,3
"(5, 4, 3, 1, 2)",2.23,3
"(1, 4, 3, 2, 5)",2.23,3
"(5, 1, 2, 4, 3)",2.23,3
"(1, 4, 5, 3, 2)",2.23,3
"(5, 1, 3, 2, 4)",2.23,3
"(1, 4, 5, 2, 3)",2.23,3
"(5, 4, 2, 1, 3)",2.23,3
"(3, 4, 2, 5, 1)",2.23,3
"(3, 4, 2, 1, 5)",2.23,3
"(5, 4, 2, 3, 1)",2.23,3
"(1, 5, 3, 4, 2)",2.23,3
"(3, 5, 1, 2, 4)",2.23,3
"(1, 5, 4, 2, 3)",2.23,3
"(1, 5, 4, 3, 2)",2.23,3
"(5, 3, 2, 4, 1)",2.23,3
"(1, 2, 3, 5, 4)",2.23,3
"(2, 1, 5, 4, 3)",2.23,3
"(3, 2, 5, 1, 4)",2.23,3
"(2, 1, 5, 3, 4)",2.23,3
"(1, 3, 4, 5, 2)",2.23,3
"(3, 5, 4, 2, 1)",2.23,3
"(1, 4, 3, 5, 2)",2.23,3
"(3, 2, 5, 4, 1)",2.23,3
"(3, 5, 4, 1, 2)",2.23,3
"(5, 1, 4, 2, 3)",2.23,3
"(2, 1, 4, 5, 3)",2.23,3
"(5, 3, 4, 2, 1)",2.23,3
"(2, 1, 4, 3, 5)",2.23,3
"(2, 1, 3, 5, 4)",2.23,3
"(1, 2, 3, 4, 5)",2.23,3
"(2, 1, 3, 4, 5)",2.23,3
"(5, 1, 3, 4, 2)",2.23,3
"(1, 3, 5, 4, 2)",2.23,3
"(3, 5, 2, 4, 1)",2.23,3
"(3, 5, 2, 1, 4)",2.23,3
"(3, 5, 1, 4, 2)",2.23,3
"(5, 3, 4, 1, 2)",2.23,3
"(1, 3, 5, 2, 4)",2.23,3
"(4, 1, 5, 3, 2)",2.23,3
"(4, 3, 2, 5, 1)",2.23,3
"(2, 3, 5, 1, 4)",2.23,3
"(2, 5, 1, 4, 3)",2.23,3
"(1, 2, 4, 3, 5)",2.23,3
"(2, 5, 1, 3, 4)",2.23,3
"(4, 2, 3, 1, 5)",2.23,3
"(4, 1, 3, 5, 2)",2.23,3
"(3, 1, 4, 2, 5)",2.23,3
"(5, 3, 2, 1, 4)",2.23,3
"(4, 2, 3, 5, 1)",2.23,3
"(2, 4, 5, 3, 1)",2.23,3
"(4, 3, 1, 5, 2)",2.23,3
"(1, 2, 5, 4, 3)",2.23,3
"(3, 1, 5, 4, 2)",2.23,3
"(4, 1, 2, 3, 5)",2.23,3
"(3, 1, 2, 4, 5)",2.23,3
"(2, 3, 4, 1, 5)",2.23,3
"(2, 4, 5, 1, 3)",2.23,3
"(4, 1, 2, 5, 3)",2.23,3
"(4, 3, 1, 2, 5)",2.23,3
"(1, 2, 5, 3, 4)",2.23,3
"(3, 1, 5, 2, 4)",2.23,3
"(5, 2, 4, 3, 1)",2.23,3
"(2, 3, 4, 5, 1)",2.23,3
"(4, 2, 5, 1, 3)",2.23,3
"(4, 2, 5, 3, 1)",2.23,3
"(5, 3, 1, 4, 2)",2.23,3
"(4, 3, 5, 2, 1)",2.23,3
"(4, 3, 5, 1, 2)",2.23,3
"(3, 1, 4, 5, 2)",2.23,3
"(2, 3, 5, 4, 1)",2.23,3
"(1, 2, 4, 5, 3)",2.23,3
"(1, 3, 2, 5, 4)",2.23,3
"(2, 4, 3, 5, 1)",2.23,3
"(5, 2, 4, 1, 3)",2.23,3
"(2, 4, 1, 3, 5)",2.23,3
"(4, 2, 1, 3, 5)",2.23,3
"(1, 3, 2, 4, 5)",2.23,3
"(4, 3, 2, 1, 5)",2.23,3
"(3, 2, 1, 5, 4)",2.23,3
"(3, 2, 1, 4, 5)",2.23,3
"(2, 5, 3, 1, 4)",2.23,3
"(2, 5, 3, 4, 1)",2.23,3
"(2, 5, 4, 1, 3)",2.23,3
"(5, 3, 1, 2, 4)",2.23,3
"(2, 4, 1, 5, 3)",2.23,3
"(4, 2, 1, 5, 3)",2.23,3
"(2, 3, 1, 5, 4)",2.23,3
"(2, 4, 3, 1, 5)",2.23,3
"(2, 3, 1, 4, 5)",2.23,3
"(4, 1, 5, 2, 3)",2.23,3
"(3, 1, 2, 5, 4)",2.23,3
"(5, 2, 3, 4, 1)",2.23,3
"(4, 1, 3, 2, 5)",2.23,3
"(2, 2, 5, 2, 2)",2.24,3
"(2, 2, 2, 2, 5)",2.24,3
"(2, 2, 2, 5, 2)",2.24,3
"(2, 5, 2, 2, 2)",2.24,3
"(5, 2, 2, 2, 2)",2.24,3
"(5, 1, 1, 5, 4)",2.25,3
"(5, 4, 5, 1, 1)",2.25,3
"(1, 1, 4, 5, 5)",2.25,3
"(1, 1, 5, 5, 4)",2.25,3
"(5, 1, 5, 4, 1)",2.25,3
"(1, 5, 5, 1, 4)",2.25,3
"(1, 5, 4, 5, 1)",2.25,3
"(1, 5, 5, 4, 1)",2.25,3
"(1, 5, 4, 1, 5)",2.25,3
"(4, 5, 5, 1, 1)",2.25,3
"(5, 1, 4, 5, 1)",2.25,3
"(1, 4, 1, 5, 5)",2.25,3
"(5, 1, 1, 4, 5)",2.25,3
"(5, 1, 5, 1, 4)",2.25,3
"(5, 5, 1, 1, 4)",2.25,3
"(4, 5, 1, 1, 5)",2.25,3
"(1, 1, 5, 4, 5)",2.25,3
"(1, 4, 5, 1, 5)",2.25,3
"(4, 5, 1, 5, 1)",2.25,3
"(5, 1, 4, 1, 5)",2.25,3
"(5, 4, 1, 5, 1)",2.25,3
"(4, 1, 5, 1, 5)",2.25,3
"(1, 5, 1, 4, 5)",2.25,3
"(1, 4, 5, 5, 1)",2.25,3
"(1, 5, 1, 5, 4)",2.25,3
"(4, 1, 5, 5, 1)",2.25,3
"(5, 4, 1, 1, 5)",2.25,3
"(5, 5, 4, 1, 1)",2.25,3
"(5, 5, 1, 4, 1)",2.25,3
"(4, 1, 1, 5, 5)",2.25,3
"(3, 1, 3, 3, 4)",2.28,3
"(3, 1, 3, 4, 3)",2.28,3
"(1, 4, 3, 3, 3)",2.28,3
"(3, 3, 1, 3, 4)",2.28,3
"(4, 1, 3, 3, 3)",2.28,3
"(4, 3, 3, 1, 3)",2.28,3
"(1, 3, 3, 3, 4)",2.28,3
"(3, 4, 1, 3, 3)",2.28,3
"(3, 3, 1, 4, 3)",2.28,3
"(3, 3, 3, 1, 4)",2.28,3
"(3, 4, 3, 3, 1)",2.28,3
"(1, 3, 4, 3, 3)",2.28,3
"(4, 3, 1, 3, 3)",2.28,3
"(3, 1, 4, 3, 3)",2.28,3
"(3, 3, 4, 3, 1)",2.28,3
"(1, 3, 3, 4, 3)",2.28,3
"(3, 3, 4, 1, 3)",2.28,3
"(4, 3, 3, 3, 1)",2.28,3
"(3, 3, 3, 4, 1)",2.28,3
"(3, 4, 3, 1, 3)",2.28,3
"(2, 4, 3, 2, 2)",2.2800000000000002,3
"(4, 2, 2, 3, 2)",2.2800000000000002,3
"(4, 2, 3, 2, 2)",2.2800000000000002,3
"(4, 2, 2, 2, 3)",2.2800000000000002,3
"(2, 4, 2, 3, 2)",2.2800000000000002,3
"(3, 4, 2, 2, 2)",2.2800000000000002,3
"(4, 3, 2, 2, 2)",2.2800000000000002,3
"(3, 2, 2, 2, 4)",2.2800000000000002,3
"(2, 2, 4, 3, 2)",2.2800000000000002,3
"(2, 2, 3, 2, 4)",2.2800000000000002,3
"(3, 2, 4, 2, 2)",2.2800000000000002,3
"(2, 2, 3, 4, 2)",2.2800000000000002,3
"(2, 3, 2, 4, 2)",2.2800000000000002,3
"(2, 2, 4, 2, 3)",2.2800000000000002,3
"(2, 3, 2, 2, 4)",2.2800000000000002,3
"(2, 2, 2, 4, 3)",2.2800000000000002,3
"(2, 3, 4, 2, 2)",2.2800000000000002,3
"(3, 2, 2, 4, 2)",2.2800000000000002,3
"(2, 4, 2, 2, 3)",2.2800000000000002,3
"(2, 2, 2, 3, 4)",2.2800000000000002,3
"(4, 4, 1, 4, 2)",2.3,3
"(4, 2, 4, 1, 4)",2.3,3
"(1, 4, 2, 4, 4)",2.3,3
"(4, 2, 4, 4, 1)",2.3,3
"(2, 4, 4, 4, 1)",2.3,3
"(4, 4, 4, 2, 1)",2.3,3
"(4, 4, 2, 4, 1)",2.3,3
"(1, 2, 4, 4, 4)",2.3,3
"(4, 1, 2, 4, 4)",2.3,3
"(4, 2, 1, 4, 4)",2.3,3
"(4, 1, 4, 2, 4)",2.3,3
"(4, 1, 4, 4, 2)",2.3,3
"(1, 4, 4, 4, 2)",2.3,3
"(1, 4, 4, 2, 4)",2.3,3
"(4, 4, 4, 1, 2)",2.3,3
"(4, 4, 2, 1, 4)",2.3,3
"(2, 4, 4, 1, 4)",2.3,3
"(4, 4, 1, 2, 4)",2.3,3
"(2, 1, 4, 4, 4)",2.3,3
"(2, 4, 1, 4, 4)",2.3,3
"(1, 5, 5, 3, 2)",2.35,3
"(1, 5, 5, 2, 3)",2.35,3
"(3, 2, 3, 2, 3)",2.35,3
"(3, 3, 2, 3, 2)",2.35,3
"(2, 3, 2, 3, 3)",2.35,3
"(5, 2, 3, 5, 1)",2.35,3
"(3, 2, 3, 3, 2)",2.35,3
"(2, 1, 3, 5, 5)",2.35,3
"(3, 5, 2, 1, 5)",2.35,3
"(5, 1, 2, 5, 3)",2.35,3
"(2, 5, 1, 5, 3)",2.35,3
"(2, 2, 3, 3, 3)",2.35,3
"(5, 2, 1, 5, 3)",2.35,3
"(5, 5, 2, 1, 3)",2.35,3
"(3, 3, 2, 2, 3)",2.35,3
"(1, 3, 2, 5, 5)",2.35,3
"(2, 1, 5, 3, 5)",2.35,3
"(2, 5, 5, 3, 1)",2.35,3
"(5, 3, 1, 2, 5)",2.35,3
"(3, 2, 2, 3, 3)",2.35,3
"(5, 3, 2, 1, 5)",2.35,3
"(5, 2, 3, 1, 5)",2.35,3
"(1, 3, 5, 5, 2)",2.35,3
"(5, 5, 1, 3, 2)",2.35,3
"(3, 2, 1, 5, 5)",2.35,3
"(2, 3, 3, 2, 3)",2.35,3
"(5, 1, 5, 2, 3)",2.35,3
"(5, 1, 3, 5, 2)",2.35,3
"(5, 1, 5, 3, 2)",2.35,3
"(2, 5, 5, 1, 3)",2.35,3
"(2, 3, 1, 5, 5)",2.35,3
"(1, 3, 5, 2, 5)",2.35,3
"(2, 5, 3, 1, 5)",2.35,3
"(5, 5, 1, 2, 3)",2.35,3
"(2, 5, 3, 5, 1)",2.35,3
"(5, 1, 3, 2, 5)",2.35,3
"(2, 5, 1, 3, 5)",2.35,3
"(1, 2, 3, 5, 5)",2.35,3
"(5, 3, 5, 2, 1)",2.35,3
"(1, 2, 5, 5, 3)",2.35,3
"(5, 2, 1, 3, 5)",2.35,3
"(1, 5, 2, 5, 3)",2.35,3
"(5, 2, 5, 1, 3)",2.35,3
"(5, 3, 2, 5, 1)",2.35,3
"(2, 1, 5, 5, 3)",2.35,3
"(1, 5, 3, 2, 5)",2.35,3
"(3, 5, 5, 1, 2)",2.35,3
"(1, 5, 3, 5, 2)",2.35,3
"(3, 5, 5, 2, 1)",2.35,3
"(3, 5, 1, 2, 5)",2.35,3
"(5, 5, 3, 1, 2)",2.35,3
"(3, 2, 5, 1, 5)",2.35,3
"(3, 3, 3, 2, 2)",2.35,3
"(1, 5, 2, 3, 5)",2.35,3
"(5, 3, 1, 5, 2)",2.35,3
"(1, 2, 5, 3, 5)",2.35,3
"(5, 5, 2, 3, 1)",2.35,3
"(2, 3, 3, 3, 2)",2.35,3
"(5, 5, 3, 2, 1)",2.35,3
"(3, 1, 5, 5, 2)",2.35,3
"(3, 1, 2, 5, 5)",2.35,3
"(2, 3, 5, 1, 5)",2.35,3
"(3, 5, 1, 5, 2)",2.35,3
"(3, 2, 5, 5, 1)",2.35,3
"(3, 5, 2, 5, 1)",2.35,3
"(5, 3, 5, 1, 2)",2.35,3
"(5, 1, 2, 3, 5)",2.35,3
"(2, 3, 5, 5, 1)",2.35,3
"(5, 2, 5, 3, 1)",2.35,3
"(3, 1, 5, 2, 5)",2.35,3
"(5, 2, 3, 2, 2)",2.36,3
"(5, 3, 2, 2, 2)",2.36,3
"(3, 5, 3, 3, 1)",2.36,3
"(3, 5, 1, 3, 3)",2.36,3
"(3, 5, 3, 1, 3)",2.36,3
"(5, 3, 3, 1, 3)",2.36,3
"(5, 2, 2, 3, 2)",2.36,3
"(5, 1, 3, 3, 3)",2.36,3
"(5, 2, 2, 2, 3)",2.36,3
"(3, 5, 2, 2, 2)",2.36,3
"(5, 3, 3, 3, 1)",2.36,3
"(5, 3, 1, 3, 3)",2.36,3
"(3, 3, 1, 3, 5)",2.36,3
"(3, 3, 1, 5, 3)",2.36,3
"(2, 3, 2, 2, 5)",2.36,3
"(1, 3, 3, 3, 5)",2.36,3
"(2, 2, 5, 3, 2)",2.36,3
"(2, 2, 5, 2, 3)",2.36,3
"(2, 3, 5, 2, 2)",2.36,3
"(3, 3, 5, 1, 3)",2.36,3
"(2, 2, 3, 5, 2)",2.36,3
"(2, 2, 3, 2, 5)",2.36,3
"(2, 2, 2, 5, 3)",2.36,3
"(2, 2, 2, 3, 5)",2.36,3
"(1, 3, 3, 5, 3)",2.36,3
"(3, 3, 5, 3, 1)",2.36,3
"(2, 5, 2, 3, 2)",2.36,3
"(1, 3, 5, 3, 3)",2.36,3
"(2, 5, 3, 2, 2)",2.36,3
"(2, 5, 2, 2, 3)",2.36,3
"(2, 3, 2, 5, 2)",2.36,3
"(3, 1, 5, 3, 3)",2.36,3
"(3, 3, 3, 5, 1)",2.36,3
"(3, 2, 2, 2, 5)",2.36,3
"(3, 3, 3, 1, 5)",2.36,3
"(3, 2, 2, 5, 2)",2.36,3
"(3, 1, 3, 5, 3)",2.36,3
"(1, 5, 3, 3, 3)",2.36,3
"(3, 2, 5, 2, 2)",2.36,3
"(3, 1, 3, 3, 5)",2.36,3
"(4, 4, 1, 2, 5)",2.38,3
"(4, 4, 2, 1, 5)",2.38,3
"(4, 1, 2, 4, 5)",2.38,3
"(5, 2, 4, 4, 1)",2.38,3
"(5, 4, 4, 2, 1)",2.38,3
"(2, 4, 1, 4, 5)",2.38,3
"(4, 4, 2, 5, 1)",2.38,3
"(2, 4, 1, 5, 4)",2.38,3
"(2, 4, 4, 1, 5)",2.38,3
"(1, 2, 4, 4, 5)",2.38,3
"(4, 2, 5, 1, 4)",2.38,3
"(5, 4, 1, 2, 4)",2.38,3
"(4, 1, 4, 2, 5)",2.38,3
"(1, 2, 5, 4, 4)",2.38,3
"(4, 1, 4, 5, 2)",2.38,3
"(2, 5, 4, 4, 1)",2.38,3
"(4, 1, 5, 2, 4)",2.38,3
"(4, 1, 5, 4, 2)",2.38,3
"(2, 5, 4, 1, 4)",2.38,3
"(4, 2, 1, 4, 5)",2.38,3
"(4, 2, 1, 5, 4)",2.38,3
"(5, 4, 1, 4, 2)",2.38,3
"(2, 5, 1, 4, 4)",2.38,3
"(2, 4, 5, 4, 1)",2.38,3
"(4, 2, 4, 1, 5)",2.38,3
"(2, 4, 5, 1, 4)",2.38,3
"(1, 2, 4, 5, 4)",2.38,3
"(4, 2, 4, 5, 1)",2.38,3
"(5, 4, 4, 1, 2)",2.38,3
"(4, 1, 2, 5, 4)",2.38,3
"(2, 4, 4, 5, 1)",2.38,3
"(4, 2, 5, 4, 1)",2.38,3
"(4, 5, 4, 2, 1)",2.38,3
"(2, 1, 5, 4, 4)",2.38,3
"(5, 4, 2, 1, 4)",2.38,3
"(4, 5, 4, 1, 2)",2.38,3
"(2, 1, 4, 5, 4)",2.38,3
"(5, 2, 4, 1, 4)",2.38,3
"(2, 1, 4, 4, 5)",2.38,3
"(5, 1, 4, 4, 2)",2.38,3
"(5, 4, 2, 4, 1)",2.38,3
"(1, 5, 4, 4, 2)",2.38,3
"(1, 5, 4, 2, 4)",2.38,3
"(1, 5, 2, 4, 4)",2.38,3
"(1, 4, 2, 4, 5)",2.38,3
"(1, 4, 2, 5, 4)",2.38,3
"(5, 1, 2, 4, 4)",2.38,3
"(1, 4, 5, 4, 2)",2.38,3
"(1, 4, 5, 2, 4)",2.38,3
"(1, 4, 4, 5, 2)",2.38,3
"(1, 4, 4, 2, 5)",2.38,3
"(5, 1, 4, 2, 4)",2.38,3
"(5, 2, 1, 4, 4)",2.38,3
"(4, 5, 2, 4, 1)",2.38,3
"(4, 4, 1, 5, 2)",2.38,3
"(4, 5, 2, 1, 4)",2.38,3
"(4, 5, 1, 4, 2)",2.38,3
"(4, 4, 5, 1, 2)",2.38,3
"(4, 5, 1, 2, 4)",2.38,3
"(4, 4, 5, 2, 1)",2.38,3
"(4, 1, 3, 3, 4)",2.4,3
"(4, 3, 4, 1, 3)",2.4,3
"(3, 1, 3, 4, 4)",2.4,3
"(5, 1, 1, 5, 5)",2.4,3
"(4, 3, 4, 3, 1)",2.4,3
"(3, 1, 4, 3, 4)",2.4,3
"(3, 1, 4, 4, 3)",2.4,3
"(2, 2, 2, 4, 4)",2.4,3
"(4, 3, 3, 4, 1)",2.4,3
"(2, 2, 4, 4, 2)",2.4,3
"(4, 4, 1, 3, 3)",2.4,3
"(3, 3, 1, 4, 4)",2.4,3
"(1, 4, 4, 3, 3)",2.4,3
"(4, 4, 2, 2, 2)",2.4,3
"(4, 4, 3, 3, 1)",2.4,3
"(1, 4, 3, 4, 3)",2.4,3
"(1, 5, 1, 5, 5)",2.4,3
"(1, 1, 5, 5, 5)",2.4,3
"(5, 5, 1, 1, 5)",2.4,3
"(5, 5, 5, 1, 1)",2.4,3
"(2, 4, 4, 2, 2)",2.4,3
"(1, 3, 4, 3, 4)",2.4,3
"(4, 2, 4, 2, 2)",2.4,3
"(1, 3, 4, 4, 3)",2.4,3
"(4, 3, 1, 3, 4)",2.4,3
"(4, 2, 2, 4, 2)",2.4,3
"(4, 3, 1, 4, 3)",2.4,3
"(4, 2, 2, 2, 4)",2.4,3
"(2, 4, 2, 4, 2)",2.4,3
"(2, 4, 2, 2, 4)",2.4,3
"(1, 3, 3, 4, 4)",2.4,3
"(5, 1, 5, 5, 1)",2.4,3
"(5, 5, 1, 5, 1)",2.4,3
"(5, 1, 5, 1, 5)",2.4,3
"(4, 3, 3, 1, 4)",2.4,3
"(2, 2, 4, 2, 4)",2.4,3
"(1, 5, 5, 5, 1)",2.4,3
"(1, 5, 5, 1, 5)",2.4,3
"(4, 1, 4, 3, 3)",2.4,3
"(4, 1, 3, 4, 3)",2.4,3
"(4, 4, 3, 1, 3)",2.4,3
"(3, 4, 1, 3, 4)",2.4,3
"(1, 4, 3, 3, 4)",2.4,3
"(3, 4, 3, 4, 1)",2.4,3
"(3, 4, 1, 4, 3)",2.4,3
"(3, 4, 3, 1, 4)",2.4,3
"(3, 3, 4, 1, 4)",2.4,3
"(3, 4, 4, 3, 1)",2.4,3
"(3, 4, 4, 1, 3)",2.4,3
"(3, 3, 4, 4, 1)",2.4,3
"(2, 3, 4, 3, 2)",2.43,3
"(2, 3, 4, 2, 3)",2.43,3
"(3, 2, 4, 2, 3)",2.43,3
"(2, 3, 3, 2, 4)",2.43,3
"(2, 3, 2, 4, 3)",2.43,3
"(2, 3, 2, 3, 4)",2.43,3
"(2, 2, 4, 3, 3)",2.43,3
"(2, 3, 3, 4, 2)",2.43,3
"(4, 3, 3, 2, 2)",2.43,3
"(4, 3, 2, 3, 2)",2.43,3
"(2, 2, 3, 4, 3)",2.43,3
"(4, 3, 2, 2, 3)",2.43,3
"(2, 4, 3, 2, 3)",2.43,3
"(2, 4, 3, 3, 2)",2.43,3
"(4, 2, 3, 3, 2)",2.43,3
"(4, 2, 3, 2, 3)",2.43,3
"(4, 2, 2, 3, 3)",2.43,3
"(3, 3, 4, 2, 2)",2.43,3
"(3, 2, 2, 3, 4)",2.43,3
"(3, 2, 2, 4, 3)",2.43,3
"(3, 2, 3, 2, 4)",2.43,3
"(3, 2, 3, 4, 2)",2.43,3
"(2, 4, 2, 3, 3)",2.43,3
"(3, 4, 3, 2, 2)",2.43,3
"(3, 2, 4, 3, 2)",2.43,3
"(2, 2, 3, 3, 4)",2.43,3
"(3, 3, 2, 2, 4)",2.43,3
"(3, 4, 2, 3, 2)",2.43,3
"(3, 4, 2, 2, 3)",2.43,3
"(3, 3, 2, 4, 2)",2.43,3
"(2, 4, 5, 2, 2)",2.48,3
"(4, 2, 5, 2, 2)",2.48,3
"(3, 4, 1, 5, 3)",2.48,3
"(3, 4, 1, 3, 5)",2.48,3
"(4, 2, 2, 5, 2)",2.48,3
"(1, 4, 5, 3, 3)",2.48,3
